1,5429,5581,,person.couch.tie.bottle.vase,couch.tie.bottle.vase
606,37376,37407,하정우,person,
607,37408,37435,성동일,person,
608,37436,37490,김동욱,person,
609,37491,37516,하정우,person,
610,37517,37543,김동욱,person,
611,37544,37572,하정우,person,
612,37573,37595,김동욱,person,
613,37596,37640,하정우,person,
614,37641,37671,김동욱,person,
615,37672,37721,성동일,person,
616,37722,37757,김지석,person,
617,37758,37793,성동일,person,
618,37794,37840,하정우.성동일,person,
619,37841,37867,하정우,person,
620,37868,37888,성동일,person,
621,37889,37920,김지석,person,
622,37921,37940,김동욱,person,
623,37941,37963,성동일,person,
624,37964,38006,김동욱,person,
625,38007,38042,김지석,person,
626,38043,38072,,person,
627,38073,38158,성동일,person.tie,tie
628,38159,38182,김동욱,person,
629,38183,38205,하정우,person,
630,38206,38243,하정우.성동일,person.microwave,microwave
631,38244,38275,성동일,person,
632,38276,38332,하정우,person,
633,38333,38398,김동욱,person,
634,38399,38471,김지석,person,
635,38472,38545,성동일,person,
636,38546,38592,김동욱.김지석,person.chair.book,chair.book
637,38593,38640,하정우.성동일,person.bottle,bottle
638,38641,38680,김지석,person,
639,38681,38711,성동일,person.cell.phone.remote,cell.phone.remote
640,38712,38741,하정우,person,
641,38742,38780,성동일,person.remote,remote
642,38781,38797,,person,
643,38798,38830,김지석,person.chair,chair
644,38831,38851,성동일,person,
645,38852,38888,김지석,person,
646,38889,38921,성동일,person,
647,38922,38965,김지석,person,
648,38966,39000,,person,
649,39001,39026,김동욱,person,
650,39027,39057,김지석,person,
651,39058,39083,,person,
652,39084,39150,성동일,person,
653,39151,39171,,person,
654,39172,39210,하정우.성동일,person.microwave,microwave
655,39211,39236,성동일,person,
656,39237,39276,하정우.성동일,person,
657,39277,39310,김동욱,person,
658,39311,39331,하정우,person,
659,39332,39350,김동욱,person,
660,39351,39392,김동욱.김지석,person.chair.bench,chair.bench
661,39393,39438,김동욱,person,
662,39439,39476,하정우.성동일.김동욱,person.bottle,bottle
663,39477,39507,하정우,person,
664,39508,39541,,person.chair.bench.potted.plant,chair.bench.potted.plant
665,39542,39591,하정우,person,
666,39592,39623,성동일,person,
667,39624,39690,김동욱,person,
668,39691,39728,하정우,person,
669,39729,39792,김동욱,person,
670,39793,39840,김지석,person.chair,chair
671,39841,39871,하정우,person,
672,39872,39962,김동욱,person,
673,39963,40001,하정우,person,
674,40002,40020,김동욱,person,
675,40021,40072,하정우,person,
676,40073,40135,김동욱,person,
677,40136,40147,하정우,person,
678,40148,40163,,person.chair,chair
679,40164,40183,,person.bottle,bottle
680,40184,40205,하정우.성동일,person,
681,40206,40217,김동욱,person,
682,40218,40240,김지석,person,
683,40241,40253,하정우.성동일,person,
684,40254,40270,김동욱,person,
685,40271,40291,하정우.성동일,person,
686,40292,40312,김동욱,person,
687,40313,40343,김지석,person,
688,40344,40368,하정우.성동일,person.bowl.bottle,bowl.bottle
689,40369,40392,하정우,person,
690,40393,40416,김동욱,person,
691,40417,40455,김지석,person,
692,40456,40468,하정우,person,
693,40469,40486,하정우,person.chair.bottle.clock.cup,chair.bottle.clock.cup
694,40487,40527,하정우.성동일,person,
695,40528,40570,하정우.성동일.김동욱,person.chair.knife,chair.knife
696,40571,40606,하정우.성동일,person,
697,40607,40650,,person,
698,40651,40708,하정우.성동일,person,
699,40709,40811,김동욱,person,
700,40812,40850,,person.chair.bench,chair.bench
701,40851,40897,김동욱,person.spoon,spoon
702,40898,40922,하정우.성동일,person,
703,40923,40941,하정우.성동일,person.knife,knife
704,40942,40963,김지석,person,
705,40964,41002,하정우.성동일,person.remote,remote
706,41003,41030,,person,
707,41031,41063,하정우.성동일,person,
708,41064,41121,하정우.성동일,person.knife,knife
709,41122,41153,,person.bottle,bottle
710,41154,41200,김지석,person.tv,tv
711,41201,41250,하정우.성동일,person,
712,41251,41272,하정우.성동일,person,
713,41273,41300,하정우.성동일,person.chair,chair
714,41301,41366,김동욱,person.chair.bench,chair.bench
715,41367,41387,하정우.성동일,person,
716,41388,41398,김지석,person,
717,41399,41418,,person.bottle,bottle
718,41419,41461,김동욱,person.bench.chair,bench.chair
719,41462,41508,하정우.성동일.김지석,person,
720,41509,41588,하정우.성동일.김동욱.김지석,person.chair.bench.cup,chair.bench.cup
721,41589,41626,하정우.성동일.김지석,person,
722,41627,41665,하정우.성동일.김지석,person.chair.cup,chair.cup
723,41666,41693,김동욱,person.chair.bottle,chair.bottle
724,41694,41742,김동욱,person.refrigerator,refrigerator
725,41743,41781,하정우.성동일.김동욱.김지석,person.chair.bench,chair.bench
726,41782,41821,하정우.성동일,person,
727,41822,41903,,person,
728,41904,41951,하정우.성동일,person.bottle.book.chair,bottle.book.chair
729,41952,41988,,person,
730,41989,42031,김동욱,person,
731,42032,42076,,person,
732,42077,42160,하정우.성동일,person.bottle.cup,bottle.cup
733,42161,42228,,person.knife,knife
734,42229,42290,하정우.성동일,person.bottle.dog,bottle.dog
735,42291,42343,,person,
736,42344,42391,김동욱,person,
737,42392,42458,하정우.성동일,person.bottle,bottle
738,42459,42536,,person.chair.book.cell.phone,chair.book.cell.phone
739,42537,42582,김동욱,person.bottle.chair,bottle.chair
740,42583,42632,,person,
741,42633,42747,김동욱,person,
742,42748,42902,하정우.성동일,person.cup,cup
743,42903,43070,김동욱,person,
744,43071,43117,하정우.성동일,person,
745,43118,43186,김동욱,person,
746,43187,43260,하정우.성동일,person.bowl.bottle,bowl.bottle
747,43261,43407,하정우.성동일,person.backpack,backpack
748,43408,43497,,person.truck.car.traffic.light,truck.car.traffic.light
749,43498,43573,성동일,person.chair.book.remote.bottle,chair.book.remote.bottle
750,43574,43718,성동일,person.bench.truck,bench.truck
751,43719,43811,성동일,person.refrigerator.cup.chair.remote,refrigerator.cup.chair.remote
752,43812,43888,성동일,person.baseball.glove,baseball.glove
753,43889,43952,,person.car.dining.table,car.dining.table
754,43953,44033,성동일,car.person.truck.bus.chair,car.truck.bus.chair
755,44034,44120,성동일,person.truck,truck
756,44121,44157,,person.bench.tie,bench.tie
757,44158,44225,성동일,person.truck.surfboard,truck.surfboard
758,44226,44378,성동일,person,
759,44379,44475,,person,
760,44476,44522,,person,
761,44523,44648,성동일,handbag.person.bench.suitcase,handbag.bench.suitcase
762,44649,44716,,person,
763,44717,44801,성동일,handbag.person,handbag
764,44802,44863,,person,
765,44864,44910,성동일,person,
766,44911,45015,,person,
767,45016,45076,성동일,person,
768,45077,45250,성동일,person,
769,45251,45427,김지석,person.wine.glass.book.chair.bowl.bird.bottle,wine.glass.book.chair.bowl.bird.bottle
770,45428,45540,,person,
771,45541,45620,김지석,bowl.person.book.bottle.bird.wine.glass,bowl.book.bottle.bird.wine.glass
772,45621,45695,,person.teddy.bear,teddy.bear
773,45696,45750,김지석,person.book.bowl.bottle,book.bowl.bottle
774,45751,45881,김지석,person.cat.teddy.bear.chair,cat.teddy.bear.chair
775,45882,45936,,person,
776,45937,45966,김지석,person,
777,45967,46003,,person,
778,46004,46050,김지석,person,
779,46051,46077,,person,
780,46078,46208,,person,
781,46209,46223,,person,
782,46224,46243,,person,
783,46244,46290,,person,
784,46291,46305,,person.horse.chair,horse.chair
785,46306,46328,,person,
786,46329,46340,,person,
787,46341,46371,,person.chair.potted.plant,chair.potted.plant
788,46372,46416,,person,
789,46417,46466,,person,
790,46467,46540,,person,
791,46541,46582,,person,
792,46583,46682,,person,
793,46683,46842,,person.tie,tie
794,46843,46883,,person,
795,46884,46947,,person,
796,46948,46996,,person,
797,46997,47056,,person,
798,47057,47106,,person,
799,47107,47175,,person,
800,47176,47211,,person,
801,47212,47251,,person.chair.baseball.bat,chair.baseball.bat
802,47252,47285,,person.spoon,spoon
803,47286,47306,,person,
804,47307,47336,,person.chair.baseball.bat,chair.baseball.bat
805,47337,47377,,person,
806,47378,47452,,person,
807,47453,47521,,person,
808,47522,47572,,person,
809,47573,47635,,person.sports.ball,sports.ball
810,47636,47700,,person,
811,47701,47787,하정우,person,
812,47788,47845,,person.chair,chair
813,47846,47895,하정우,person,
814,47896,47943,하정우,person.chair,chair
815,47944,47985,하정우,handbag.person,handbag
816,47986,48026,하정우,person,
817,48027,48057,하정우,person,
818,48058,48088,,person,
819,48089,48141,하정우,person.chair,chair
820,48142,48181,하정우,person,
821,48182,48278,하정우,person,
822,48279,48307,,person,
823,48308,48337,하정우,person,
824,48338,48397,하정우,person,
825,48398,48455,하정우,person,
826,48456,48517,,person,
827,48518,48555,하정우,person,
828,48556,48658,,person,
829,48659,48736,하정우,person.chair,chair
830,48737,48790,하정우,person,
831,48791,48870,하정우,person.backpack,backpack
832,48871,48925,,person,
833,48926,48967,하정우,person,
834,48968,49050,,person.chair,chair
835,49051,49102,하정우,person.chair.refrigerator.clock,chair.refrigerator.clock
836,49103,49186,,person,
837,49187,49256,,person.chair.car,chair.car
838,49257,49310,하정우,person,
839,49311,49348,하정우,person.chair.clock,chair.clock
840,49349,49395,,,
841,49396,49446,하정우,person,
842,49447,49472,,,
843,49473,49511,하정우,person.chair,chair
844,49512,49536,,tv,tv
845,49537,49562,,person,
846,49563,49623,,person.boat.sink,boat.sink
847,49624,49677,,boat.person,boat
848,49678,49738,하정우,person.bicycle,bicycle
849,49739,49493,,,
850,49494,49860,,person.chair.tv.boat.sink.bicycle.car,chair.tv.boat.sink.bicycle.car
851,49861,49910,,boat,boat
852,49911,49963,하정우,person,
853,49964,50095,김동욱,person.tv,tv
854,50096,50158,,boat.person.traffic.light,boat.traffic.light
855,50159,50205,,boat.car,boat.car
856,50206,50382,하정우,person,
857,50383,50462,,person.truck.bus,truck.bus
858,50463,50550,성동일.김지석,person.boat.bicycle,boat.bicycle
859,50551,50618,,person.truck.bus.elephant,truck.bus.elephant
860,50619,50676,성동일.김지석,person.bicycle,bicycle
861,50677,50760,성동일.김지석,person.bicycle.sports.ball.bird.tennis.racket,bicycle.sports.ball.bird.tennis.racket
862,50761,50833,성동일,person.bicycle.bird,bicycle.bird
863,50834,50883,,person.toothbrush.bicycle,toothbrush.bicycle
864,50884,50946,성동일,toothbrush.person,toothbrush
865,50947,51037,성동일.김지석,person.bottle.frisbee.sports.ball.remote,bottle.frisbee.sports.ball.remote
866,51038,51125,김지석,person.truck,truck
867,51126,51217,김동욱,person.remote,remote
868,51218,51263,성동일,person.toothbrush,toothbrush
869,51264,51302,김동욱,person.bicycle,bicycle
870,51303,51335,김동욱,person.truck,truck
871,51336,51368,성동일,person.truck,truck
872,51369,51470,김동욱,person.remote.truck,remote.truck
873,51471,51575,김동욱,person.truck.potted.plant.refrigerator.bottle.bench.tennis.racket,truck.potted.plant.refrigerator.bottle.bench.tennis.racket
874,51576,51806,김동욱,person.truck.remote.umbrella.refrigerator.bottle.banana,truck.remote.umbrella.refrigerator.bottle.banana
875,51807,51831,김동욱,person.bicycle,bicycle
876,51832,52048,김동욱,person.remote.bicycle.bottle.bench,remote.bicycle.bottle.bench
877,52049,52090,하정우,handbag.person.truck,handbag.truck
878,52091,52180,김동욱,toilet.bus.person.truck.bicycle,toilet.bus.truck.bicycle
879,52181,52251,성동일,person.car,car
880,52252,52318,,person.truck.bench,truck.bench
881,52319,52361,하정우,person,
882,52362,52393,김동욱,person.bench,bench
883,52394,52455,하정우,person,
884,52456,52507,김동욱,person,
885,52508,52566,하정우,person,
886,52567,52588,,person.banana.tie,banana.tie
887,52589,52638,성동일,person.cell.phone,cell.phone
888,52639,52727,하정우,person,
889,52728,52767,하정우,person,
890,52768,52783,김동욱,person.truck,truck
891,52784,52818,김동욱,person.truck,truck
892,52819,52952,하정우,person,
893,52953,52987,,person.umbrella.truck,umbrella.truck
894,52988,53035,,person.truck,truck
895,53036,53095,하정우,person,
896,53096,53175,하정우,person,
897,53176,53232,성동일,person.cell.phone.car.bench,cell.phone.car.bench
898,53233,53260,하정우.성동일,person,
899,53261,53291,성동일,person.cell.phone,cell.phone
900,53292,53367,,person.tie,tie
901,53368,53432,하정우,person,
902,53433,53465,,person.bird,bird
903,53466,53498,성동일,person.book.bench,book.bench
904,53499,53613,하정우,person,
905,53614,53770,,person.chair,chair
906,53771,53826,성동일,person.tv.bicycle,tv.bicycle
907,53827,53860,성동일,person,
908,53861,53926,하정우.성동일,person,
909,53927,54006,,person.chair.bird.bicycle,chair.bird.bicycle
910,54007,54168,성동일,person.bicycle.train,bicycle.train
911,54169,54197,하정우,person,
912,54198,54251,하정우.성동일,person.bicycle,bicycle
913,54252,54276,성동일,person,
914,54277,54310,하정우,person,
915,54311,54347,성동일,person,
916,54348,54431,하정우,person.chair.bicycle,chair.bicycle
917,54432,54523,하정우,person,
918,54524,54577,성동일,tv.person,tv
919,54578,54621,성동일,person,
920,54622,54671,하정우.김동욱.김지석,person.chair,chair
921,54672,54712,성동일,person.tv,tv
922,54713,54778,김지석,person,
923,54779,54848,하정우,person,
924,54849,54895,성동일,person.chair,chair
925,54896,54933,하정우.김동욱,person,
926,54934,54968,성동일,person,
927,54969,55067,하정우.김동욱,person,
928,55068,55105,성동일,person,
929,55106,55146,하정우.김동욱.김지석,person.chair,chair
930,55147,55185,성동일,person,
931,55186,55223,하정우.김동욱,person,
932,55224,55276,성동일,person,
933,55277,55330,성동일,tv.person,tv
934,55331,55382,성동일,person,
935,55383,55425,하정우.김동욱,person,
936,55426,55467,성동일,person,
937,55468,55518,성동일,person,
938,55519,55556,,person,
939,55557,55588,성동일,person,
940,55589,55626,,person,
941,55627,55661,성동일,person,
942,55662,55685,,person,
943,55686,55707,성동일,person,
944,55708,55735,,person.chair.bicycle.bird,chair.bicycle.bird
945,55736,55756,하정우.김동욱,person,
946,55757,55788,,person,
947,55789,55815,성동일,person,
948,55816,55902,,person.chair.bicycle.bird,chair.bicycle.bird
949,55903,55940,하정우.김지석,person,
950,55941,55967,성동일,person.chair,chair
951,55968,56005,성동일,tv.person,tv
952,56006,56050,,person,
953,56051,56082,성동일,person.bench,bench
954,56083,56128,하정우.김동욱,person.chair,chair
955,56129,56163,김지석,person,
956,56164,16218,성동일,,
957,16219,56298,성동일,car.bus.train.person.book.boat.chair.laptop.clock.remote.tv.sheep.truck.handbag.backpack.motorcycle.carrot.surfboard.bottle.sports.ball.frisbee.airplane.scissors.bowl.bird.tie.bench.traffic.light.kite.umbrella.cup.vase.parking.meter.toothbrush.donut.refrigerator.potted.plant.cell.phone.dog.microwave.teddy.bear.baseball.bat.bed.dining.table.baseball.glove.horse.wine.glass.sink.spoon.oven.skateboard.knife.tennis.racket.cake.suitcase.cat.bicycle.elephant.banana.toilet,car.bus.train.book.boat.chair.laptop.clock.remote.tv.sheep.truck.handbag.backpack.motorcycle.carrot.surfboard.bottle.sports.ball.frisbee.airplane.scissors.bowl.bird.tie.bench.traffic.light.kite.umbrella.cup.vase.parking.meter.toothbrush.donut.refrigerator.potted.plant.cell.phone.dog.microwave.teddy.bear.baseball.bat.bed.dining.table.baseball.glove.horse.wine.glass.sink.spoon.oven.skateboard.knife.tennis.racket.cake.suitcase.cat.bicycle.elephant.banana.toilet
958,56299,56323,하정우.김동욱,person,
959,56324,56365,성동일,person,
960,56366,56398,성동일,person,
961,56399,56438,성동일,person.chair.bicycle,chair.bicycle
962,56439,56491,성동일,person,
963,56492,56527,김지석,person,
964,56528,56650,하정우.김동욱,person,
965,56651,56713,성동일,person,
966,56714,56835,성동일,person.tv,tv
